query_image_path,utm_east,utm_north,reference_1_path,reference_1_distance,reference_1_utm_east,reference_1_utm_north,reference_2_path,reference_2_distance,reference_2_utm_east,reference_2_utm_north,reference_3_path,reference_3_distance,reference_3_utm_east,reference_3_utm_north,reference_4_path,reference_4_distance,reference_4_utm_east,reference_4_utm_north,reference_5_path,reference_5_distance,reference_5_utm_east,reference_5_utm_north
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548384.80@4179192.51@10@S@037.75876@-122.45070@51222121897@@@@@@20210603@@.jpg,548384.8,4179192.51,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548380.40@4179192.59@10@S@037.75877@-122.45075@gUefJJcrxprq1meM6o88Vg@@139@@@@201306@@.jpg,4.400727212656655,548380.4,4179192.59,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548380.40@4179192.59@10@S@037.75877@-122.45075@gUefJJcrxprq1meM6o88Vg@@109@@@@201306@@.jpg,4.400727212656655,548380.4,4179192.59,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548389.20@4179193.76@10@S@037.75878@-122.45065@n5W408oN-fk_nQETfIDKqw@@170@@@@201311@@.jpg,4.574111935576177,548389.2,4179193.76,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548389.20@4179193.76@10@S@037.75878@-122.45065@n5W408oN-fk_nQETfIDKqw@@140@@@@201311@@.jpg,4.574111935576177,548389.2,4179193.76,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548379.52@4179192.59@10@S@037.75877@-122.45076@8Jd39-0gFigTOjGEWcn7IA@@109@@@@201311@@.jpg,5.2806060258560255,548379.52,4179192.59
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548392.24@4180610.86@10@S@037.77155@-122.45052@3686242408@@@@@@20090704@@.jpg,548392.24,4180610.86,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548389.71@4180607.30@10@S@037.77152@-122.45055@dIyww5cbebqqY0Fz2OpH0w@@140@@@@201311@@.jpg,4.367436319002172,548389.71,4180607.3,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548370.35@4180603.85@10@S@037.77149@-122.45077@-KSxAoqBh35NOuy0Pa9hMg@@200@@@@201311@@.jpg,22.98504296270681,548370.35,4180603.85,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548415.22@4180611.88@10@S@037.77156@-122.45026@q2RvnJM6eEwfp1vQ09U_CQ@@110@@@@201311@@.jpg,23.002625937035578,548415.22,4180611.88,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548386.34@4180580.65@10@S@037.77128@-122.45059@l2neQBibM66pXai7XZK6QA@@286@@@@201312@@.jpg,30.780742356187968,548386.34,4180580.65,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548359.85@4180592.70@10@S@037.77139@-122.45089@Vc4UkyjeWfajRuTI_db-Jg@@170@@@@201311@@.jpg,37.133511818698274,548359.85,4180592.7
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548416.44@4176999.50@10@S@037.73900@-122.45048@51301618479@@@@@@20210709@@.jpg,548416.44,4176999.5,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548415.31@4176997.05@10@S@037.73898@-122.45050@GrjsdodcvF4FCQZZu-jRSw@@68@@@@201311@@.jpg,2.698036323080199,548415.31,4176997.05,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548415.31@4176997.05@10@S@037.73898@-122.45050@GrjsdodcvF4FCQZZu-jRSw@@38@@@@201311@@.jpg,2.698036323080199,548415.31,4176997.05,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548415.25@4177008.15@10@S@037.73908@-122.45050@JzanPFmso4wgpmKXYdcutQ@@69@@@@201312@@.jpg,8.731471811685347,548415.25,4177008.15,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548342.05@4177019.92@10@S@037.73919@-122.45133@k9dS0oiESAijKwE4Y69nrA@@69@@@@201311@@.jpg,77.14174291511513,548342.05,4177019.92,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548342.90@4177024.36@10@S@037.73923@-122.45132@WE3BKwf_eFIqQhZUc_N8VA@@306@@@@201311@@.jpg,77.62828865807795,548342.9,4177024.36
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548419.83@4178718.73@10@S@037.75449@-122.45033@20505835824@@@@@@20150904@@.jpg,548419.83,4178718.73,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548397.81@4178627.95@10@S@037.75368@-122.45059@HLMe2iRlkOmn-eiBBn0gQQ@@306@@@@201311@@.jpg,93.41246597729071,548397.81,4178627.95,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548397.81@4178627.95@10@S@037.75368@-122.45059@HLMe2iRlkOmn-eiBBn0gQQ@@336@@@@201311@@.jpg,93.41246597729071,548397.81,4178627.95,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548349.20@4178655.40@10@S@037.75393@-122.45114@ojpYRX99XD91qmY_-uX9mA@@134@@@@201311@@.jpg,94.86456556591664,548349.2,4178655.4,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548392.53@4178626.81@10@S@037.75367@-122.45065@0RhVIg-wrMn_UxDZ7c9xkw@@322@@@@201311@@.jpg,95.88835382872358,548392.53,4178626.81,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548392.53@4178626.81@10@S@037.75367@-122.45065@0RhVIg-wrMn_UxDZ7c9xkw@@352@@@@201311@@.jpg,95.88835382872358,548392.53,4178626.81
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548431.63@4176258.09@10@S@037.73231@-122.45036@51308531397@@@@@@20210713@@.jpg,548431.63,4176258.09,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548430.22@4176258.20@10@S@037.73232@-122.45038@ks1M75J7tzHsAgL1N9xJZw@@178@@@@201311@@.jpg,1.4142842713421098,548430.22,4176258.2,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548430.22@4176258.20@10@S@037.73232@-122.45038@ks1M75J7tzHsAgL1N9xJZw@@148@@@@201311@@.jpg,1.4142842713421098,548430.22,4176258.2,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548398.50@4176258.01@10@S@037.73232@-122.45074@5v8XJiCA0-y9Anl3lcaB6g@@329@@@@201311@@.jpg,33.13009658905812,548398.5,4176258.01,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548421.80@4176342.47@10@S@037.73308@-122.45047@HVU7XE0zaMQHq_l54_TNzg@@358@@@@201311@@.jpg,84.95065214616602,548421.8,4176342.47,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548451.76@4176342.65@10@S@037.73308@-122.45013@CIVOA-5Y2nKFCWrxL8GbeQ@@147@@@@201311@@.jpg,86.92301478900532,548451.76,4176342.65
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548431.95@4174612.90@10@S@037.71749@-122.45047@22012836425@@@@@@20151007@@.jpg,548431.95,4174612.9,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548430.21@4174609.45@10@S@037.71746@-122.45049@Kt9KHwpL4wPk2RDRZA9Pqw@@299@@@@201311@@.jpg,3.863948757170539,548430.21,4174609.45,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548430.21@4174609.45@10@S@037.71746@-122.45049@Kt9KHwpL4wPk2RDRZA9Pqw@@269@@@@201311@@.jpg,3.863948757170539,548430.21,4174609.45,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548440.77@4174611.73@10@S@037.71748@-122.45037@FcF3IDsfaTds9EZ5hhipFw@@94@@@@201311@@.jpg,8.897263624338422,548440.77,4174611.73,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548438.07@4174620.59@10@S@037.71756@-122.45040@yCHSeY3x0J3q3VR6Ek2xqw@@244@@@@201311@@.jpg,9.828046601389493,548438.07,4174620.59,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548438.07@4174620.59@10@S@037.71756@-122.45040@yCHSeY3x0J3q3VR6Ek2xqw@@274@@@@201311@@.jpg,9.828046601389493,548438.07,4174620.59
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548440.64@4182414.69@10@S@037.78780@-122.44985@4042066078@@@@@@20091025@@.jpg,548440.64,4182414.69,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548434.57@4182413.88@10@S@037.78780@-122.44992@Xifv0SpRy7N6C5lqZeFkng@@349@@@@201311@@.jpg,6.123806006143726,548434.57,4182413.88,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548434.57@4182413.88@10@S@037.78780@-122.44992@Xifv0SpRy7N6C5lqZeFkng@@319@@@@201311@@.jpg,6.123806006143726,548434.57,4182413.88,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548449.52@4182417.29@10@S@037.78783@-122.44975@TIPsRRSpD01cInkLrgaZ-A@@319@@@@201311@@.jpg,9.252804980143425,548449.52,4182417.29,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548449.52@4182417.29@10@S@037.78783@-122.44975@TIPsRRSpD01cInkLrgaZ-A@@289@@@@201311@@.jpg,9.252804980143425,548449.52,4182417.29,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548469.75@4182420.74@10@S@037.78786@-122.44952@-YwJOENOcSWXFboEYhvx_Q@@170@@@@201311@@.jpg,29.732046683714316,548469.75,4182420.74
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548448.08@4180401.38@10@S@037.76966@-122.44990@5452833166@@@@@@20110217@@.jpg,548448.08,4180401.38,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548449.05@4180400.16@10@S@037.76965@-122.44989@HGsZEvYKyOzwD3GRt0D24A@@200@@@@201312@@.jpg,1.5586211853864183,548449.05,4180400.16,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548449.05@4180400.16@10@S@037.76965@-122.44989@HGsZEvYKyOzwD3GRt0D24A@@140@@@@201312@@.jpg,1.5586211853864183,548449.05,4180400.16,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548449.05@4180400.16@10@S@037.76965@-122.44989@HGsZEvYKyOzwD3GRt0D24A@@170@@@@201312@@.jpg,1.5586211853864183,548449.05,4180400.16,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548444.65@4180400.14@10@S@037.76965@-122.44994@SHJpRzPRX7JYxHnDoPsWoQ@@140@@@@201312@@.jpg,3.647259244823743,548444.65,4180400.14,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548444.65@4180400.14@10@S@037.76965@-122.44994@SHJpRzPRX7JYxHnDoPsWoQ@@170@@@@201312@@.jpg,3.647259244823743,548444.65,4180400.14
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548451.47@4183999.17@10@S@037.80208@-122.44962@51307364347@@@@@@20210713@@.jpg,548451.47,4183999.17,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548519.85@4183930.00@10@S@037.80146@-122.44885@qC-Y2wp1vyvmfdmekKz16w@@192@@@@201311@@.jpg,97.26414190229784,548519.85,4183930.0,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548514.82@4183886.70@10@S@037.80107@-122.44891@U8IZWxXAfn45rwQkO84q-w@@68@@@@201312@@.jpg,129.0841717637697,548514.82,4183886.7,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548514.82@4183886.70@10@S@037.80107@-122.44891@U8IZWxXAfn45rwQkO84q-w@@38@@@@201312@@.jpg,129.0841717637697,548514.82,4183886.7,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548517.47@4183884.50@10@S@037.80105@-122.44888@wK9yl_uWSp8Ks3WDzOecrQ@@37@@@@201312@@.jpg,132.30725187979272,548517.47,4183884.5,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548393.72@4184118.99@10@S@037.80317@-122.45027@0HVn2AF8RzGwyu7SbtghOw@@90@@@@201311@@.jpg,133.01088263774292,548393.72,4184118.99
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548461.36@4180718.01@10@S@037.77251@-122.44972@6193796485@@@@@@20110929@@.jpg,548461.36,4180718.01,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548457.74@4180720.87@10@S@037.77254@-122.44977@B3_ybW7lQ6NpvFWOWZ1_NQ@@319@@@@201312@@.jpg,4.613458572685363,548457.74,4180720.87,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548457.74@4180720.87@10@S@037.77254@-122.44977@B3_ybW7lQ6NpvFWOWZ1_NQ@@289@@@@201312@@.jpg,4.613458572685363,548457.74,4180720.87,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548448.06@4180718.59@10@S@037.77252@-122.44988@FdSf2y_HixR0TmyLf1-I-g@@349@@@@201312@@.jpg,13.312640609519526,548448.06,4180718.59,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548448.06@4180718.59@10@S@037.77252@-122.44988@FdSf2y_HixR0TmyLf1-I-g@@319@@@@201312@@.jpg,13.312640609519526,548448.06,4180718.59,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548479.73@4180724.33@10@S@037.77257@-122.44952@WdY0jcN5Dk6TQCENTa9KGg@@349@@@@201311@@.jpg,19.42676761593642,548479.73,4180724.33
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548493.47@4180724.63@10@S@037.77257@-122.44936@18159893769@@@@@@20150601@@.jpg,548493.47,4180724.63,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548492.05@4180726.62@10@S@037.77259@-122.44938@oHBlW5VWptzxcnxsXDMn1g@@289@@@@201311@@.jpg,2.4446881193064285,548492.05,4180726.62,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548492.05@4180726.62@10@S@037.77259@-122.44938@oHBlW5VWptzxcnxsXDMn1g@@319@@@@201311@@.jpg,2.4446881193064285,548492.05,4180726.62,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548492.05@4180726.62@10@S@037.77259@-122.44938@oHBlW5VWptzxcnxsXDMn1g@@349@@@@201311@@.jpg,2.4446881193064285,548492.05,4180726.62,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548499.98@4180725.56@10@S@037.77258@-122.44929@0P2HUCbU-r2v3arZ-aWXNA@@290@@@@201312@@.jpg,6.576093065067819,548499.98,4180725.56,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548499.98@4180725.56@10@S@037.77258@-122.44929@0P2HUCbU-r2v3arZ-aWXNA@@320@@@@201312@@.jpg,6.576093065067819,548499.98,4180725.56
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548499.39@4179134.93@10@S@037.75824@-122.44940@51223795169@@@@@@20210603@@.jpg,548499.39,4179134.93,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548516.43@4179129.04@10@S@037.75819@-122.44921@wdATvXs2iQ_SbS45r87tvw@@115@@@@201311@@.jpg,18.02924568590726,548516.43,4179129.04,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548580.55@4179159.38@10@S@037.75846@-122.44848@5Ff00vIzCLMz5Aio2Fez3A@@254@@@@201311@@.jpg,84.76289341446308,548580.55,4179159.38,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548579.64@4179164.92@10@S@037.75851@-122.44849@9pIikQ7nSCdzX2yQx5GLyw@@258@@@@201306@@.jpg,85.6706635902015,548579.64,4179164.92,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548579.64@4179164.92@10@S@037.75851@-122.44849@9pIikQ7nSCdzX2yQx5GLyw@@228@@@@201306@@.jpg,85.6706635902015,548579.64,4179164.92,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548579.64@4179164.92@10@S@037.75851@-122.44849@9pIikQ7nSCdzX2yQx5GLyw@@138@@@@201306@@.jpg,85.6706635902015,548579.64,4179164.92
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548501.93@4180410.35@10@S@037.76973@-122.44928@30706939307@@@@@@20181031@@.jpg,548501.93,4180410.35,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548500.09@4180408.23@10@S@037.76972@-122.44931@iKPlTggwKeC-dLmNnKnSOA@@320@@@@201312@@.jpg,2.8071337696629834,548500.09,4180408.23,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548500.09@4180408.23@10@S@037.76972@-122.44931@iKPlTggwKeC-dLmNnKnSOA@@290@@@@201312@@.jpg,2.8071337696629834,548500.09,4180408.23,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548494.81@4180408.20@10@S@037.76972@-122.44937@gT0s9qrVABRJgk-YhWPkzw@@320@@@@201312@@.jpg,7.437533193171861,548494.81,4180408.2,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548509.76@4180410.51@10@S@037.76974@-122.44920@A68i1d4Dzb2cXR3-VadRjQ@@20@@@@201312@@.jpg,7.831634567524354,548509.76,4180410.51,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548509.76@4180410.51@10@S@037.76974@-122.44920@A68i1d4Dzb2cXR3-VadRjQ@@260@@@@201312@@.jpg,7.831634567524354,548509.76,4180410.51
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548511.46@4179599.23@10@S@037.76242@-122.44923@365744640@@@@@@20070122@@.jpg,548511.46,4179599.23,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548507.51@4179596.10@10@S@037.76240@-122.44928@DteuTe19rAJerzPlZBHRTg@@291@@@@201312@@.jpg,5.0397817411999615,548507.51,4179596.1,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548506.59@4179603.86@10@S@037.76247@-122.44929@7mro8aK7GtGyvsrruixpSg@@292@@@@201312@@.jpg,6.719657729298402,548506.59,4179603.86,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548506.59@4179603.86@10@S@037.76247@-122.44929@7mro8aK7GtGyvsrruixpSg@@262@@@@201312@@.jpg,6.719657729298402,548506.59,4179603.86,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548507.43@4179610.52@10@S@037.76253@-122.44928@5oc13X8zgr_hjvMhGTRAWA@@291@@@@201312@@.jpg,11.98770203167096,548507.43,4179610.52,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548507.43@4179610.52@10@S@037.76253@-122.44928@5oc13X8zgr_hjvMhGTRAWA@@261@@@@201312@@.jpg,11.98770203167096,548507.43,4179610.52
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548512.11@4174680.27@10@S@037.71809@-122.44955@20888549370@@@@@@20150902@@.jpg,548512.11,4174680.27,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548515.26@4174684.29@10@S@037.71813@-122.44952@2YGlfimqmZ3f33wJdZiWbg@@100@@@@201311@@.jpg,5.107142057971018,548515.26,4174684.29,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548515.26@4174684.29@10@S@037.71813@-122.44952@2YGlfimqmZ3f33wJdZiWbg@@70@@@@201311@@.jpg,5.107142057971018,548515.26,4174684.29,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548453.00@4174630.66@10@S@037.71765@-122.45023@q69y5QZ6HBuxDY-fUNZRSg@@93@@@@201311@@.jpg,77.16958079441284,548453.0,4174630.66,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548445.37@4174728.26@10@S@037.71853@-122.45031@OBb-rmJE-B8vCGZYQbRVag@@237@@@@201311@@.jpg,82.20260154019164,548445.37,4174728.26,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548424.33@4174710.38@10@S@037.71837@-122.45055@v9_VY3JXhzAsP5qy725tYg@@182@@@@201311@@.jpg,92.80054148547332,548424.33,4174710.38
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548542.00@4180575.13@10@S@037.77122@-122.44882@50296304493@@@@@@20200902@@.jpg,548542.0,4180575.13,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548537.87@4180573.77@10@S@037.77121@-122.44887@f-wNhwEKXst5QqGojyfh9A@@290@@@@201312@@.jpg,4.348160530578858,548537.87,4180573.77,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548537.87@4180573.77@10@S@037.77121@-122.44887@f-wNhwEKXst5QqGojyfh9A@@260@@@@201312@@.jpg,4.348160530578858,548537.87,4180573.77,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548537.87@4180573.77@10@S@037.77121@-122.44887@f-wNhwEKXst5QqGojyfh9A@@230@@@@201312@@.jpg,4.348160530578858,548537.87,4180573.77,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548536.05@4180583.75@10@S@037.77130@-122.44889@npjbBlM9z15bAeF07l7VmQ@@229@@@@201312@@.jpg,10.474106167180691,548536.05,4180583.75,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548539.69@4180563.80@10@S@037.77112@-122.44885@vMNQ4fYaEbaNpdkUKr6jlg@@231@@@@201312@@.jpg,11.563087822979918,548539.69,4180563.8
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548552.60@4180733.30@10@S@037.77264@-122.44869@6187614371@@@@@@20110927@@.jpg,548552.6,4180733.3,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548550.14@4180733.62@10@S@037.77265@-122.44872@R3OgtomMIxydhbAZVhs_ww@@320@@@@201312@@.jpg,2.4807257002755163,548550.14,4180733.62,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548560.68@4180738.12@10@S@037.77269@-122.44860@qWNRlaqp6f_uSmJKjxFlLA@@320@@@@201312@@.jpg,9.40844301699686,548560.68,4180738.12,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548560.68@4180738.12@10@S@037.77269@-122.44860@qWNRlaqp6f_uSmJKjxFlLA@@260@@@@201312@@.jpg,9.40844301699686,548560.68,4180738.12,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548516.69@4180730.09@10@S@037.77262@-122.44910@Mjs7uyvGTej8AhP7N8isfg@@320@@@@201312@@.jpg,36.05318571225158,548516.69,4180730.09,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548499.98@4180725.56@10@S@037.77258@-122.44929@0P2HUCbU-r2v3arZ-aWXNA@@290@@@@201312@@.jpg,53.18620121794525,548499.98,4180725.56
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548562.08@4180410.37@10@S@037.76973@-122.44860@10865297306@@@@@@20131115@@.jpg,548562.08,4180410.37,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548565.22@4180415.27@10@S@037.76978@-122.44857@9W9ZqDuEF2RWTS66iA6SYQ@@289@@@@201311@@.jpg,5.819759445129587,548565.22,4180415.27,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548565.22@4180415.27@10@S@037.76978@-122.44857@9W9ZqDuEF2RWTS66iA6SYQ@@259@@@@201311@@.jpg,5.819759445129587,548565.22,4180415.27,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548566.16@4180405.29@10@S@037.76969@-122.44856@wWE4JtsLXnrpS1UTQhq0Ww@@291@@@@201311@@.jpg,6.515581324898412,548566.16,4180405.29,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548566.16@4180405.29@10@S@037.76969@-122.44856@wWE4JtsLXnrpS1UTQhq0Ww@@261@@@@201311@@.jpg,6.515581324898412,548566.16,4180405.29,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548570.52@4180413.08@10@S@037.76976@-122.44851@zd_0NFUeePx14OkjwJBM6w@@277@@@@201312@@.jpg,8.864406353547874,548570.52,4180413.08
/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/queries_v1/@0548566.33@4176234.81@10@S@037.73210@-122.44883@51290045601@@@@@@20210704@@.jpg,548566.33,4176234.81,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548564.31@4176233.47@10@S@037.73209@-122.44886@zilrA3K0SzpIoqkm293t4g@@90@@@@201311@@.jpg,2.424046204016248,548564.31,4176233.47,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548564.31@4176233.47@10@S@037.73209@-122.44886@zilrA3K0SzpIoqkm293t4g@@60@@@@201311@@.jpg,2.424046204016248,548564.31,4176233.47,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548564.36@4176225.70@10@S@037.73202@-122.44886@HVErGpSLUyjeD9_ysrNKiA@@29@@@@201311@@.jpg,9.320568652046628,548564.36,4176225.7,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548564.36@4176225.70@10@S@037.73202@-122.44886@HVErGpSLUyjeD9_ysrNKiA@@59@@@@201311@@.jpg,9.320568652046628,548564.36,4176225.7,/mnt/c/Users/danba/Documents/VPR datasets/SF_XL/small/test/database/@0548564.38@4176222.37@10@S@037.73199@-122.44886@7AneYnCmsqcRFD-ZUjJh0Q@@26@@@@201311@@.jpg,12.591906130464446,548564.38,4176222.37
